patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow,s2_product,s1_product,s1_mission
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_53_39,"[""Complex cultivation patterns"", ""Coniferous forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures"", ""Transitional woodland, shrub""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_53_39,S2A_MSIL2A_20170617T113321_53_39,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_61_32,"[""Coniferous forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_61_32,S2A_MSIL2A_20170617T113321_61_32,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_44_57,"[""Coniferous forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures"", ""Transitional woodland, shrub""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_44_57,S2A_MSIL2A_20170617T113321_44_57,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_46_57,"[""Moors, heathland and sclerophyllous vegetation"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_46_57,S2A_MSIL2A_20170617T113321_46_57,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_32_67,"[""Coniferous forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures"", ""Transitional woodland, shrub""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_32_67,S2A_MSIL2A_20170617T113321_32_67,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_53_26,"[""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_53_26,S2A_MSIL2A_20170617T113321_53_26,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_59_34,"[""Coniferous forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures"", ""Transitional woodland, shrub""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_59_34,S2A_MSIL2A_20170617T113321_59_34,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_46_56,"[""Moors, heathland and sclerophyllous vegetation"", ""Pastures"", ""Transitional woodland, shrub""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_46_56,S2A_MSIL2A_20170617T113321_46_56,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_46_51,"[""Arable land"", ""Coniferous forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_46_51,S2A_MSIL2A_20170617T113321_46_51,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_38_67,"[""Coniferous forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Transitional woodland, shrub""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_38_67,S2A_MSIL2A_20170617T113321_38_67,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_53_37,"[""Broad-leaved forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Transitional woodland, shrub""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_53_37,S2A_MSIL2A_20170704T112111_53_37,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_45_58,"[""Moors, heathland and sclerophyllous vegetation"", ""Pastures"", ""Transitional woodland, shrub""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_45_58,S2A_MSIL2A_20170617T113321_45_58,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_61_25,"[""Coniferous forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Transitional woodland, shrub""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_61_25,S2A_MSIL2A_20170617T113321_61_25,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_36_68,"[""Coniferous forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_36_68,S2A_MSIL2A_20170617T113321_36_68,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_50_42,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_50_42,S2A_MSIL2A_20170617T113321_50_42,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_60_34,"[""Broad-leaved forest"", ""Coniferous forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures"", ""Transitional woodland, shrub""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_60_34,S2A_MSIL2A_20170617T113321_60_34,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_62_32,"[""Mixed forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_62_32,S2A_MSIL2A_20170617T113321_62_32,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_44_54,"[""Broad-leaved forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Moors, heathland and sclerophyllous vegetation"", ""Transitional woodland, shrub""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_44_54,S2A_MSIL2A_20170617T113321_44_54,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_39_61,"[""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_39_61,S2A_MSIL2A_20170617T113321_39_61,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_24_30,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Moors, heathland and sclerophyllous vegetation"", ""Permanent crops"", ""Transitional woodland, shrub""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_24_30,S2A_MSIL2A_20170704T112111_24_30,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_28_28,"[""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Moors, heathland and sclerophyllous vegetation"", ""Permanent crops""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_28_28,S2A_MSIL2A_20170704T112111_28_28,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_43_57,"[""Coniferous forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Transitional woodland, shrub""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_43_57,S2A_MSIL2A_20170617T113321_43_57,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_37_64,"[""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_37_64,S2A_MSIL2A_20170617T113321_37_64,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_42,"[""Broad-leaved forest"", ""Complex cultivation patterns"", ""Moors, heathland and sclerophyllous vegetation"", ""Transitional woodland, shrub""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_47_42,S2A_MSIL2A_20170704T112111_47_42,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_52_26,"[""Moors, heathland and sclerophyllous vegetation""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_52_26,S2A_MSIL2A_20170617T113321_52_26,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_38_64,"[""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_38_64,S2A_MSIL2A_20170617T113321_38_64,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_63_29,"[""Coniferous forest"", ""Mixed forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Pastures"", ""Transitional woodland, shrub""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_63_29,S2A_MSIL2A_20170617T113321_63_29,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_43_54,"[""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Moors, heathland and sclerophyllous vegetation"", ""Transitional woodland, shrub""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_43_54,S2A_MSIL2A_20170617T113321_43_54,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_60_32,"[""Coniferous forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Natural grassland and sparsely vegetated areas"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_60_32,S2A_MSIL2A_20170617T113321_60_32,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_32,"[""Agro-forestry areas"", ""Broad-leaved forest"", ""Coniferous forest"", ""Natural grassland and sparsely vegetated areas"", ""Transitional woodland, shrub""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_50_32,S2A_MSIL2A_20170704T112111_50_32,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_52_34,"[""Moors, heathland and sclerophyllous vegetation"", ""Natural grassland and sparsely vegetated areas"", ""Transitional woodland, shrub""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_52_34,S2A_MSIL2A_20170704T112111_52_34,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_58_36,"[""Coniferous forest"", ""Inland wetlands"", ""Natural grassland and sparsely vegetated areas"", ""Pastures"", ""Transitional woodland, shrub""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_58_36,S2A_MSIL2A_20170617T113321_58_36,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_51_32,"[""Broad-leaved forest"", ""Coniferous forest"", ""Natural grassland and sparsely vegetated areas"", ""Transitional woodland, shrub""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_51_32,S2A_MSIL2A_20170704T112111_51_32,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_57_25,"[""Inland wetlands"", ""Moors, heathland and sclerophyllous vegetation"", ""Natural grassland and sparsely vegetated areas""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_57_25,S2A_MSIL2A_20170617T113321_57_25,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_59_37,"[""Broad-leaved forest"", ""Inland wetlands"", ""Natural grassland and sparsely vegetated areas"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_59_37,S2A_MSIL2A_20170617T113321_59_37,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_53_35,"[""Broad-leaved forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Natural grassland and sparsely vegetated areas"", ""Transitional woodland, shrub""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_53_35,S2A_MSIL2A_20170704T112111_53_35,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_56_26,"[""Broad-leaved forest"", ""Coniferous forest"", ""Inland wetlands"", ""Moors, heathland and sclerophyllous vegetation"", ""Natural grassland and sparsely vegetated areas"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_56_26,S2A_MSIL2A_20170617T113321_56_26,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_36_27,"[""Arable land"", ""Industrial or commercial units"", ""Natural grassland and sparsely vegetated areas"", ""Permanent crops""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_36_27,S2A_MSIL2A_20170704T112111_36_27,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_58_37,"[""Broad-leaved forest"", ""Inland wetlands"", ""Natural grassland and sparsely vegetated areas"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_58_37,S2A_MSIL2A_20170617T113321_58_37,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_57_37,"[""Inland wetlands"", ""Natural grassland and sparsely vegetated areas"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_57_37,S2A_MSIL2A_20170617T113321_57_37,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_24_42,"[""Complex cultivation patterns"", ""Natural grassland and sparsely vegetated areas"", ""Permanent crops"", ""Urban fabric""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_24_42,S2A_MSIL2A_20170704T112111_24_42,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_57_26,"[""Coniferous forest"", ""Moors, heathland and sclerophyllous vegetation"", ""Natural grassland and sparsely vegetated areas"", ""Transitional woodland, shrub""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_57_26,S2A_MSIL2A_20170617T113321_57_26,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_40_23,"[""Broad-leaved forest"", ""Mixed forest"", ""Natural grassland and sparsely vegetated areas"", ""Permanent crops"", ""Transitional woodland, shrub""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_40_23,S2A_MSIL2A_20170704T112111_40_23,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_56_27,"[""Broad-leaved forest"", ""Coniferous forest"", ""Natural grassland and sparsely vegetated areas"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_56_27,S2A_MSIL2A_20170617T113321_56_27,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_42_28,"[""Arable land"", ""Complex cultivation patterns"", ""Natural grassland and sparsely vegetated areas"", ""Transitional woodland, shrub""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_42_28,S2A_MSIL2A_20170704T112111_42_28,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_62_23,"[""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Moors, heathland and sclerophyllous vegetation"", ""Natural grassland and sparsely vegetated areas"", ""Transitional woodland, shrub""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_62_23,S2A_MSIL2A_20170617T113321_62_23,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_51_33,"[""Broad-leaved forest"", ""Complex cultivation patterns"", ""Natural grassland and sparsely vegetated areas"", ""Transitional woodland, shrub""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_51_33,S2A_MSIL2A_20170704T112111_51_33,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_36_28,"[""Arable land"", ""Industrial or commercial units"", ""Natural grassland and sparsely vegetated areas""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_36_28,S2A_MSIL2A_20170704T112111_36_28,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_52_36,"[""Natural grassland and sparsely vegetated areas"", ""Transitional woodland, shrub""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_52_36,S2A_MSIL2A_20170704T112111_52_36,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_59_23,"[""Moors, heathland and sclerophyllous vegetation"", ""Natural grassland and sparsely vegetated areas""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_59_23,S2A_MSIL2A_20170617T113321_59_23,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064659,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_57_38,"[""Inland wetlands"", ""Natural grassland and sparsely vegetated areas"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_57_38,S2A_MSIL2A_20170617T113321_57_38,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_59_36,"[""Coniferous forest"", ""Inland wetlands"", ""Natural grassland and sparsely vegetated areas"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_59_36,S2A_MSIL2A_20170617T113321_59_36,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_34_31,"[""Arable land"", ""Inland wetlands"", ""Natural grassland and sparsely vegetated areas"", ""Permanent crops""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_34_31,S2A_MSIL2A_20170704T112111_34_31,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_42_27,"[""Arable land"", ""Complex cultivation patterns"", ""Inland waters"", ""Natural grassland and sparsely vegetated areas"", ""Permanent crops""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_42_27,S2A_MSIL2A_20170704T112111_42_27,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_23_42,"[""Broad-leaved forest"", ""Complex cultivation patterns"", ""Natural grassland and sparsely vegetated areas"", ""Permanent crops"", ""Transitional woodland, shrub""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_23_42,S2A_MSIL2A_20170704T112111_23_42,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064300,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_58_26,"[""Coniferous forest"", ""Inland wetlands"", ""Moors, heathland and sclerophyllous vegetation"", ""Natural grassland and sparsely vegetated areas"", ""Transitional woodland, shrub""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_58_26,S2A_MSIL2A_20170617T113321_58_26,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_30_68,"[""Coniferous forest"", ""Inland wetlands"", ""Moors, heathland and sclerophyllous vegetation"", ""Natural grassland and sparsely vegetated areas"", ""Pastures""]",test,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_30_68,S2A_MSIL2A_20170617T113321_30_68,False,False,S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU,S1A_IW_GRDH_1SDV_20170617T064724,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_51_35,"[""Arable land"", ""Natural grassland and sparsely vegetated areas"", ""Transitional woodland, shrub""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_51_35,S2A_MSIL2A_20170704T112111_51_35,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_32_31,"[""Arable land"", ""Broad-leaved forest"", ""Natural grassland and sparsely vegetated areas"", ""Transitional woodland, shrub""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_32_31,S2A_MSIL2A_20170704T112111_32_31,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_36_26,"[""Complex cultivation patterns"", ""Industrial or commercial units"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Natural grassland and sparsely vegetated areas"", ""Urban fabric""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_36_26,S2A_MSIL2A_20170704T112111_36_26,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_38,"[""Arable land"", ""Broad-leaved forest"", ""Complex cultivation patterns"", ""Natural grassland and sparsely vegetated areas"", ""Transitional woodland, shrub""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_47_38,S2A_MSIL2A_20170704T112111_47_38,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_33_31,"[""Arable land"", ""Inland wetlands"", ""Natural grassland and sparsely vegetated areas"", ""Permanent crops"", ""Transitional woodland, shrub""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_33_31,S2A_MSIL2A_20170704T112111_33_31,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_51_34,"[""Broad-leaved forest"", ""Natural grassland and sparsely vegetated areas"", ""Transitional woodland, shrub""]",test,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_51_34,S2A_MSIL2A_20170704T112111_51_34,False,False,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND,S1A_IW_GRDH_1SDV_20170706T064235,S1A
